taxa,PC1,PC2,PC3
N2471,137.704531942541,-13.83848705724,9.22631866348671
N2472,132.354002099866,-9.29135481128922,7.52861379749938
N2473,138.324770613639,-18.392693341154,7.47292989719291
N2474,140.499017793589,-32.3485659002523,11.3735797564996
N2475,137.39824929198,-12.9517106786293,7.52430569915788
N2476,139.884282145316,-22.2849440545478,11.0515356645337
N2477,140.581886590337,-41.1147475180617,14.4973017542411
N2478,137.256289849671,-19.5135990551957,7.95128684399158
N2479,138.169796367748,-15.8111359596301,6.40662818032888
N2480,138.32916328773,-16.4044807191007,10.4010393878235
N2481,136.871389118167,-27.9542138165355,12.2112148556338
N2482,135.035692953674,-14.2406913265839,10.2242496678948
N2483,139.783556574073,-25.3642334596649,9.73254358519148
N2484,133.383294138327,-13.9208728790264,8.79452300414574
N2485,136.72871786459,-27.0562709795562,11.0143313011682
N2486,139.336371791978,-23.7747140925699,8.9082290552222
N2487,137.680017792209,-19.818295287103,9.02807355558497
N2488,139.540358704957,-22.3072553792781,10.1468764520473
N2489,138.624768491378,-26.5026245450469,10.0149113903204
N2490,136.45635478308,-27.6130006040099,12.0596946553091
N2491,138.729418822104,-25.4376553479472,11.2145052929737
N2492,138.05891831542,-22.0533384167454,9.30592404054855
N2493,136.663729543672,-6.94674919616114,5.71969946522967
N2494,136.33974674144,-6.85886460313832,5.49927183620735
N2495,136.708974197531,-12.2803598319158,7.40660797769692
N2496,137.531472702549,-28.5411738274177,12.5325119534403
N2497,137.352441854485,-21.9314487880058,11.1163219698252
N2498,140.454126270305,-27.1102933839536,11.3621653428897
N2499,135.544520178099,-22.6955441074901,9.07664485446496
N2500,139.015172671855,-25.4286159506805,10.4236097620847
N2501,137.889708813204,-32.0127184090583,9.9953808430792
N2502,137.187846533152,-10.7334221806492,4.98569738673158
N2503,138.402617256097,-29.0542684966071,14.3751778150107
N2504,136.866942432141,-14.8041078732145,10.2482742423541
N2505,134.4687673167,-14.1759005822484,7.14562663379605
N2506,132.543229876931,-14.0822211622406,9.00471809378799
N2507,136.17314222254,-26.0154020729292,11.4523079825935
N2508,138.435791140861,-30.2251619431143,12.3592775937946
N2509,138.804169615677,-26.6797592722961,11.1275812778866
N2510,136.605218118943,-25.4717991800593,11.4256415367279
N2511,136.177228052417,-7.98011863306139,5.72620691505011
N2512,141.507568161249,-27.3383439025762,8.17313921262322
N2513,138.195183145456,-17.7740717721535,9.03937019945287
N2514,135.436680598144,-24.2144994315501,9.81653014370314
N2515,139.661623452102,-25.5572803303104,11.3982854460811
N2516,139.759838354892,-25.0850800727438,11.1331053758954
N2517,137.398991366569,-29.1251873270396,11.5332802938583
N2518,139.02287552511,-20.9298854548878,8.21260042514142
N2519,135.996097076727,-27.6289315938259,11.2021131425143
N2520,140.990925713346,-23.4268439824296,10.1706849788827
N2521,137.552403655012,-23.3034409572478,10.4042016966204
N2522,136.770201445957,-21.9099457064936,10.1274680507205
N2523,135.252335599768,-13.8927066843933,7.68198766936356
N2524,136.536677381417,-12.8276145485255,3.42322361547935
N2525,143.160088316612,-29.6683889775718,9.94484733986849
N2526,135.198452683672,-16.7112982832835,8.9547682095432
N2527,136.985479860749,-23.7334868727785,11.5657844146668
N2528,140.597767461174,-30.93433593197,13.5477009187594
N2529,127.226141668058,-20.9720691457903,4.95204466506932
N2530,131.143515417292,-14.9106139943684,8.62772590487774
N2531,138.375977675319,-23.5765368597547,9.69094667411376
N2532,137.590255699314,-23.4185619703602,9.57735680670852
N2533,134.955333219813,-11.9072750796369,5.27056010308147
N2534,137.5671391566,-20.4999175592535,9.83702351564619
N2535,138.485826845428,-30.7107825531326,10.3243791015808
N2536,134.960002724089,-5.89060736295564,5.41450194928817
N2537,135.894769449095,-15.880047589767,6.99093692684564
N2538,130.326966861717,-4.25482546162368,5.78612906872371
N2539,136.916748273398,-20.1287644107318,8.21561588745048
N2540,141.213503810778,-28.9068505893823,11.7896834536315
N2541,140.045543515418,-41.1776155569151,12.9606206653189
N2542,133.741027566916,-1.51344155473366,6.54601354857204
N2543,138.708790653274,-38.3849122620602,14.7742875233604
N2544,136.725161531882,-20.4575692167893,12.2482568075237
N2545,134.946775845669,-24.9563647229594,9.49068898127218
N2546,138.047184899896,-27.3991036020488,11.545139636792
N2547,123.528294622035,-26.0470768783737,-10.8650103464974
N2548,110.961898299575,-13.5843867470711,-15.3394843252317
N2549,123.557976414534,-7.49178497390267,-15.5265047487127
N2550,135.856620507069,-23.6024001536158,0.863473927382798
N2551,125.718788000268,-22.9002558092183,-7.37753257582543
N2552,126.836912040972,-18.1023529984495,-9.5278972093381
N2553,129.110115925448,36.7937400011679,-21.6689140260995
N2554,126.547120721573,-19.1480368373376,-10.5569067379141
N2555,125.20828413264,-11.8837416045517,-9.78283188321855
N2556,124.564292100642,-19.1958996669946,-10.5932286943036
N2557,124.131058376527,-17.2644101182432,-12.5250056617306
N2558,125.159350241178,-9.99346977983373,-8.83589071712689
N2559,124.337695131545,-24.5162627465115,-6.62801122904947
N2560,149.229139760332,-62.0781656455171,16.1363226409705
N2561,149.25492892265,-61.9756926143486,16.2473832317733
N2562,126.189592384338,-21.7422745102967,-14.3164241369838
N2563,104.249336977594,9.8676480896084,-12.4732185131787
N2564,120.142346809618,-7.69376288771834,-17.4695508911042
N2565,114.798904879938,-7.26609677667702,-23.1422837184849
N2566,123.757753277888,-19.5498446486971,-6.40346626086413
N2567,113.325239259226,-11.4518012434802,-20.4846094456966
N2568,133.901948129076,-37.230862542907,3.48106757022273
N2569,124.558824100555,-16.082329180166,-9.1976569620206
N2570,124.565786597903,-15.9244072217022,-9.58808036305057
N2571,126.504147917175,-23.104621358852,-3.92632256436451
N2572,122.24910417306,-10.4438166340702,-13.2272700579695
N2573,123.095696448953,-38.6799902561996,-4.33988739070508
N2574,114.429288995667,-15.0112552971436,-18.410302559256
N2575,124.464576160363,-17.8476590718001,-9.97712784514477
N2576,129.802643661415,-12.303839574391,-13.2180475523627
N2577,115.217358724428,-20.4909197935472,-1.3424794946656
N2578,130.803441512275,-21.3126678105499,-4.79432027425255
N2579,124.970220494535,-15.657495671507,-11.3349594774602
N2580,128.265620574097,-15.5154683872919,-11.5146884032515
N2581,124.444972133222,-2.89804030647896,-19.8005773767898
N2582,26.8414450350011,-7.75604656213792,9.14965901607203
N2583,113.656097616714,-10.7385788837871,-11.3681411603053
N2584,116.696620659269,-6.91604205324276,-19.9633901712093
N2585,122.152212001967,-36.7650542604112,-5.97142571103857
N2586,128.314520517812,-29.0036684058904,-3.84183383396034
N2587,122.783009521968,1.89441653703243,-1.89850943325512
N2588,120.47258001414,-5.72533267046137,-15.8252721206688
N2589,125.572593522594,-28.9790530038358,-8.21614104437499
N2590,130.429778075948,-30.9912691600164,-0.643664532539341
N2591,111.829812178524,-25.3899936025663,-2.31752102825477
N2592,120.702708362891,-11.4427722144329,-17.2731085083814
N2593,127.21738534598,-10.0130223628408,-12.3450885094006
N2594,124.985444446908,-23.3704102797974,-5.33433361421889
N2595,132.454384151046,-27.1629037249078,2.08238243620326
N2596,118.384444253774,-13.8842167455503,-16.8272782671729
N2597,115.541749150912,-18.8103719250541,-16.6265011964178
N2598,123.162619938035,-33.3357439899552,-5.7482277023994
N2599,84.6036321293628,2.75097704149823,1.35794292258891
N2600,126.389853674175,-7.24690079851342,-11.6148214999438
N2601,118.6482870474,-8.56210949512498,-18.1828377443277
N2602,130.126657754039,-24.9764797313482,-6.23055848760329
N2603,128.724229733801,-34.2713387280355,0.678017327574206
N2604,125.11270565393,-25.6322407927516,-7.93108525436417
N2605,128.385032150552,-25.0457940508938,-5.1730516049843
N2606,119.868547564332,-17.2408419956509,-14.1956823526159
N2607,128.978726358714,-18.280826891322,-11.0980553772592
N2608,124.242714770544,-12.2173095093133,-15.4391316086461
N2609,124.291043188828,-14.357442637193,-13.9385370256315
N2610,125.988866486296,-16.0002675750004,-10.0422084204435
N2611,117.938888987103,-20.6012201353386,-16.8131139807748
N2612,119.46878829131,-10.9487468953096,-12.1104133141831
N2613,123.680612232544,-34.4839003835761,-2.30486789466693
N2614,123.953625878879,-17.1664221899414,-15.1691472707272
N2615,114.530240496606,-6.90073966429093,-24.5792448528685
N2616,117.849525832875,-22.535407888929,-14.2084369569677
N2617,122.335094908848,4.13510092890137,-17.7531266566205
N2618,127.7919215497,-36.5420435781666,-2.50072755059423
N2619,133.112125258508,-46.955102146837,6.26613733073395
N2620,125.436803801434,-25.4436362206831,-9.76780757353721
N2621,132.57133655737,-23.7758869430828,-1.63064478484786
N2622,137.313786880428,-32.0409292496937,2.88068646666897
N2623,126.705384294385,-28.8225238034657,-2.65551668550609
N2624,124.273459898122,-9.77226506844544,-12.236093468645
N2625,129.619343063366,-36.9555433322951,-2.73286613907487
N2626,115.727444395635,-0.896596839329917,-20.14740060984
N2627,120.741792764505,-20.401778735288,-16.5479499349466
N2628,134.803657565396,-24.2536804172742,-3.39936430511239
N2630,135.057752722714,-25.7039973095461,-2.69889181946853
N2631,98.8133071736319,-17.4648302456681,-2.82838363023769
N2632,116.679373175847,9.85339588154439,-21.2461935193584
N2633,112.796435964947,0.96135735689325,-24.845074616884
N2634,117.114641562313,-8.58865215860951,-16.6704307396643
N2635,137.863342732682,-39.7332892697478,7.04200820799599
N2636,110.445669055326,-16.8155557658405,-20.5198300189516
N2637,124.839791110064,-10.630449982085,-19.2083453354976
N2638,114.580650276607,-19.4464664810708,-15.7916667473365
N2639,127.598283245476,-0.100044055563793,-13.0913192025067
N2640,122.02443429602,-12.7444888243071,-11.9095411730519
N2641,128.124833671833,-20.7003771327954,-7.49145892650214
N2642,132.598778340805,-16.018095789006,-5.10325227055294
N2643,114.00272255276,-5.79757968695393,-23.1576355038318
N2644,116.241210067477,2.93152869277102,-18.8938750893171
N2645,115.745539199715,-5.55762406526065,-22.2340138071501
N2646,121.836093977524,-10.1808737624376,-19.0760818087269
N2647,125.46627293743,-12.3603239883758,-15.7947600239254
N2648,124.898036252203,-27.3193410240396,-6.98039461117135
N2649,122.713092140047,-10.663834174402,-14.939503343736
N2650,129.963574448156,-16.3066518312285,-13.0602951429311
N2651,125.14531500049,-25.5231096369023,-9.7714005419578
N2652,95.049163250377,4.92721986105349,-5.5881074952104
N2653,122.410853404794,-22.6498315433587,-10.7705690238995
N2654,123.91940938734,-0.304193510708205,-13.482575275383
N2655,121.160796665263,18.029290420059,-20.0155639845448
N2656,121.319461335307,1.41463078231514,-17.6843933843034
N2657,128.746711305078,-11.2951027439204,-11.6574923617988
N2658,123.360510271676,-24.1693474914238,-8.51104930482443
N2659,125.028289875484,-26.4428880738143,-9.53069036635934
N2660,98.8359700999147,0.67437432099699,-7.29264268720518
N2661,122.347325819589,-22.427857818057,-10.7134528583753
N2662,123.699304036887,0.222648976680184,-13.5937609861639
N2663,119.641072820295,28.8669109063108,-21.2982040545734
N2664,121.762147541775,1.86775552959681,-17.9329114271968
N2665,134.441766285317,-19.3261731265095,-4.07588517424974
N2666,125.517008446096,-22.258640236249,-7.08283443319454
N2667,124.130600413015,-24.5802373840491,-6.84578563371935
N2668,112.582624268659,7.26419241944981,-24.0615910816332
N2669,132.659270313014,-19.5911027643372,-7.15600791897329
N2670,122.698011072174,-5.48982795163608,-18.2217972703882
N2671,136.74444353184,-22.0101494915682,0.212264539441887
N2672,117.316864390419,-23.6291087197183,-16.0295482087057
N2673,111.428651209458,-6.55394405083683,-21.0196712048325
N2674,125.188691387765,-13.3970159330002,-10.9826964705404
N2675,126.342574512373,-21.5060316905951,-8.50107098945551
N2676,121.055884941834,2.10239121181808,-19.0137883789102
N2677,128.990499622904,-26.5604031633739,3.8674268642583
N2678,127.86148266265,-12.5834989237064,-8.03882486825701
N2679,121.438097690817,1.89992273032322,-1.85087410251144
N2680,130.570921852996,-16.5754468516108,-8.89245519507715
N2681,119.283479511996,-6.21792097578313,-16.0725442428536
N2682,118.651147758338,-13.2411569502548,-18.370713949018
N2683,132.199381638394,-30.1163239863981,-0.0241842149130754
N2684,121.290239180348,-26.1813990968002,-9.91884701458812
N2685,125.995067001784,-18.9434342937485,-9.9502291509264
N2686,126.762038806268,-17.1138413979015,-12.686879087032
N2687,123.402401841345,-9.04672342369379,-11.9574704122654
N2688,116.910356766549,-15.8649309172024,-13.248965181316
N2689,128.514107923859,-25.3046117682571,-0.626875501066119
N2690,128.709291443133,-25.4303115275032,-0.629265622050738
N2691,132.478837882466,-12.7530838693307,8.1738223899056
N2692,134.464338095025,-18.9449514819097,7.82699250831421
N2693,137.574754167359,-28.3930608507936,10.4560251470769
N2694,130.348287093695,-12.9704063941402,7.83069457758772
N2695,133.431286671977,-25.7180830185541,9.41355095369773
N2696,135.829133432657,-30.5472940837809,12.6248136046349
N2697,135.093310995907,-21.4240360142124,8.91775258764886
N2698,135.13857032553,-21.0435045603862,7.53134777107741
N2699,136.730003180658,-28.2273186275991,8.36271949175162
N2700,133.82301491452,-23.4589951394649,4.37388345284549
N2701,135.338542418545,-18.3825034434141,5.09891008258384
N2702,131.504265382984,-20.2793518380854,6.38904044971708
N2703,140.039206571435,-46.6397509345538,14.4765821751524
N2704,132.064969832894,-24.6118970445861,9.08209326970197
N2705,131.26379037924,-17.4923865199761,7.90146492442075
N2706,130.209751506962,-9.81068604924034,3.17707868836857
N2707,130.422637845398,-10.6019123291343,2.59671715704261
N2708,131.904390349764,-18.8543443047549,8.0194089406459
N2709,134.226649060384,-17.3707346550929,7.65701912912765
N2710,131.196830219433,-24.8238214281247,9.03488488693452
N2711,131.197869952499,-8.24514196961708,5.26577541683139
N2712,132.374243629468,-15.1067226224866,7.5102163944821
N2713,130.0752911648,-12.1151141177381,4.66430900668242
N2714,133.037979078837,-23.8503704814793,11.6368595794479
N2715,136.040901556793,-26.0155370536672,9.67896221525728
N2716,133.551841622678,-16.2030354592258,4.67008423467833
N2717,137.8338649009,-36.9228820144008,12.5521951525375
N2718,135.444743949599,-24.5702883362968,8.87318482957227
N2719,128.398526857643,-6.591135548244,5.12089384695295
N2720,130.215991787178,-11.1742574305715,7.84329270337555
N2721,134.622146479305,-20.9826461331927,11.0325283304161
N2722,132.791728436436,-20.5697497538009,10.8477469047497
N2723,134.076338913022,-14.5808257829945,8.52638129791147
N2724,137.287182757542,-26.0916224205397,9.63798414664947
N2725,136.547364244851,-39.9528551769357,12.7043945394554
N2726,134.85801290186,-18.2527735717939,5.14761727940319
N2727,132.543084411859,-21.660457128592,9.68239320418993
N2728,129.992235123762,-3.04730364688456,1.09387772668167
N2729,100.669727058011,-15.9351188650311,18.9219357611826
N2730,135.896165567579,-29.3907235211224,9.53817190575394
N2731,135.098445894138,-19.2838527103959,10.2935312569499
N2732,132.733807283838,-21.370815584927,5.39627983587814
N2733,130.877489754622,-13.4646709541807,7.10138254834915
N2734,121.567923302375,4.23643163867114,-0.261107704720913
N2735,133.199639936958,-18.1652854535324,7.8171604188644
N2736,134.97658197619,-27.1401333318796,6.29630471753015
N2737,133.962888422641,-13.5930724186215,5.25600877392315
N2738,134.182339233778,-15.5916678965867,7.15945291010735
N2739,129.116542600643,-15.8011243129552,7.2462002185892
N2740,133.974256026171,-22.9151470101891,10.1293593030581
N2741,134.547078208235,-21.2013823447045,8.99973299146241
N2742,127.117893217202,-2.71572066957855,2.95095383546441
N2743,133.185271614803,-17.4847279563859,5.05142071197559
N2744,136.216384763154,-15.3608855993568,5.70096983458506
N2745,133.714984540626,-22.5404852590293,6.92598701869507
N2746,134.175051746587,-21.3675101781927,9.88665559908347
N2747,131.184157745375,-12.5753717248923,6.13561842516168
N2748,132.419032313867,-10.1494926441726,6.04764460747213
N2749,129.415879195967,-16.9660319101116,6.88328446851583
N2750,135.611977180958,-30.0369299837917,8.70675653094269
N2751,136.220399614873,6.63805011648065,-2.00150549074134
N2752,131.331040803797,13.0700098342748,-5.51253506783315
N2753,130.891132362338,3.14821590394231,-1.70225118025642
N2754,133.618393380658,-6.50742185077375,-0.965224897187745
N2755,132.022019001395,2.98789425349099,-2.51824842029425
N2756,124.683243109027,0.889939335011521,-2.39475123995079
N2757,132.316910528657,-0.719659923323054,-2.95709920412989
N2758,133.148379755145,-3.43943642803285,-4.94421314683673
N2759,137.767376919809,-16.0969978894981,1.51999127036964
N2760,130.476280409466,4.30298015545591,-3.91215817425375
N2761,138.025296049258,-18.3726352129281,1.99057912627798
N2762,137.206220273864,-5.41929738089705,1.82795523748695
N2763,135.172496097656,-21.0892750911411,0.775000036960059
N2764,135.716461737025,2.04596038196075,-2.37912858394492
N2765,132.929716927953,15.337697908903,-9.284762823028
N2766,136.168452722373,-7.35403655702701,-1.12482968745331
N2767,136.593846069383,-7.3784281062416,-1.20394492603055
N2768,131.39746041525,18.3848491325713,-9.31193009004867
N2769,127.485537043844,12.7322652221172,-9.57797316794216
N2770,133.996021401623,6.90015830172156,-6.24346361003845
N2771,130.023265846638,2.53442929560581,-2.13139073925539
N2772,129.931070406039,2.60585097873908,-2.13721470022985
N2773,138.015264342324,-9.80809769244661,1.04758631327337
N2774,135.949527294048,-9.43542218557876,0.260745484103616
N2775,135.638050664953,-1.73537648394521,2.92613261260336
N2776,135.427781239355,-9.68192046479108,-0.421972301515708
N2777,133.955314892198,-7.1483686486098,-2.8069083907024
N2778,133.340114413188,14.0166783647891,-8.06198129463945
N2779,129.723839015967,7.35227469003179,-4.45223297444036
N2780,136.004120949146,-11.2602767390984,-0.850784194051906
N2781,136.662541858332,-1.2721138648616,-0.15596525100894
N2782,136.370836397575,-15.8800463941247,1.38372669353533
N2783,136.341011559425,-16.9843476917137,2.32411228728674
N2784,128.877307727728,15.9546196121568,-10.0109704936389
N2785,136.666115266064,-9.36378964217412,-1.88991573889699
N2786,136.072771806906,-26.9364836197352,4.94718482686311
N2787,137.732795176329,-24.5840021907332,4.59124915278907
N2788,136.266767501256,-18.1612977998826,4.80479550674614
N2789,135.784259367994,0.295034001998917,-3.34510251394778
N2790,135.911648284503,-12.656818295175,2.75787518952825
N2791,134.322308195221,-8.00875637310839,-2.12060453719862
N2792,135.936055430708,2.84510150557782,-5.04961040858063
N2793,130.719614283249,4.83577175578879,-6.94199391149504
N2794,132.848236968581,-5.79342617992176,2.70741824505553
N2795,134.047475580226,9.14193724586655,-2.449384020005
N2796,136.895634888675,2.9197452311305,-6.37809594865825
N2797,132.892974763267,12.3671030818224,-5.13844541970037
N2798,139.37922981681,-15.1022242050921,3.27313445001688
N2799,140.671701425007,-23.5433933077899,5.35886749208561
N2800,140.951172537406,-23.5683283887138,5.42537560604412
N2801,135.969183958057,-15.4888045207778,0.726094254760261
N2802,136.3969856718,-15.5180490188801,0.795834604621878
N2803,136.41718487954,-0.288569136878473,-1.84574857267409
N2804,133.050090463105,1.12170063626666,-4.26936029823515
N2805,131.965373398562,3.34571724489842,-5.85129632933314
N2806,130.908590959191,6.54256974082917,-6.70563057649411
N2807,134.311674332834,10.3492669780849,-5.2553369733902
N2808,131.106778706428,7.97116754303287,-7.24278188402709
N2809,80.5368990196056,13.0992321536247,-20.6956857447856
N2810,106.221845894311,9.70966628160434,-14.1650990340513
N2811,-0.913521490521275,-14.3735244382073,30.4453311078553
N2812,87.6631275957328,-8.10023771867196,8.15059352230285
N2813,81.5054006424377,2.52388001853989,-3.52931480859679
N2814,-7.68741093273376,-4.48745350808646,18.6812388132795
N2815,87.7070076286281,-28.3183633786765,24.0404624644289
N2816,56.6485627922547,-29.588083894009,4.96849733222452
N2817,56.3482332284172,-27.0942628039039,1.96093189362441
N2818,93.1601748916577,-5.34254182243902,-0.656668641305642
N2819,117.334286229884,-63.7398718208804,18.7641801391787
N2820,-34.5079231662397,-34.8190232333486,36.5881278253407
N2821,85.7931433462926,-13.5964877179658,22.9227016485635
N2822,31.9102370354647,-16.3005520667622,14.0645370714552
N2823,-10.1943669155622,-1.07274512510998,11.8991716601797
N2824,55.9747643346498,-7.5407815482492,21.0384698149743
N2825,17.6824068334164,-22.7938350812102,17.1363511763101
N2826,65.3672239958499,5.0212230930337,-11.3668131627695
N2827,70.6220936108316,-9.09498447725505,28.2910670613665
N2828,80.8040822027582,-50.017315685569,40.0496990635361
N2829,11.2105221159713,-24.0353997578322,29.9758640041478
N2830,-13.4879995611584,-9.58748869597517,18.1138425123595
N2831,88.9599584539271,-15.9273413930198,16.7129740381984
N2832,22.5116281445223,-21.3842409773453,25.2415790056057
N2833,105.121581009194,-48.3972567876754,29.2146393608283
N2834,2.7791065682762,-5.71311820288246,44.2462281150356
N2835,-39.5957314301042,-6.9825843691722,59.8345078045855
N2836,58.8140185956891,-17.7630656383721,35.2479510643637
N2837,-126.022060210797,-14.8066541401943,30.1235691917088
N2838,80.4660629493763,-38.4248076525933,27.9603280497994
N2839,-47.5444580676721,-17.1705502864984,49.6830336162603
N2840,97.0186363713077,-30.9823889701709,8.94281584899305
N2841,41.1010289736987,-28.8100778654463,16.5844201521398
N2842,60.9699014982648,-3.47293337488759,9.54577767584571
N2843,-62.6959008050109,-20.2563793240549,42.038728094884
N2844,-107.204834213707,-17.0834514935468,22.4994655101139
N2845,-91.1296324694135,-21.6760527963289,37.2252364052137
N2846,43.3582655642092,16.881095717625,20.4530495627011
N2847,43.4931763767957,16.3011508768032,21.1545163315514
N2848,27.8579732991216,-5.76121740363259,13.7515673709966
N2849,52.0276745974317,6.28156855754858,4.30745325830609
N2850,53.0194751363871,-17.7094211095792,18.2069873264296
N2851,60.7886992579071,16.2516423244626,11.4243884308257
N2852,50.7575975941754,7.02436003229259,19.7095058684046
N2853,52.8028566450053,-4.79416070207934,27.8777666061032
N2854,69.2936600865735,-0.888817539658796,7.35505757894465
N2855,55.2405026578848,-9.35407201124826,20.4495788132238
N2856,15.8970391350242,12.9839159446155,-3.90909083080957
N2857,38.7030387027987,-22.4755171046145,37.243858766681
N2858,-62.4554102708691,-1.59958228302138,18.2657962913148
N2859,7.56596027085615,-25.103885095355,24.2293487328401
N2860,40.1177533396913,0.454965195310233,15.5185159232851
N2945,-9.55808471457825,-15.2103709474557,28.8830910215731
N2861,124.424605898105,53.1208468164913,-21.6911760056905
N2862,121.995659303763,55.6134459896019,-37.6236359271755
N2863,122.184741163612,55.6731957524083,-37.6727178503681
N2864,122.036111399847,55.7061750287228,-37.5658187624261
N2865,122.168429544446,55.7378418823594,-37.5885234898149
N2866,121.956876170643,55.7948587747899,-37.228319905932
N2867,121.299276225126,53.715578721445,-36.4167134006717
N2868,121.800665383912,55.2307878641957,-37.2981316877775
N2869,123.163102603978,52.5067967240845,-34.6601136963706
N2870,122.292533663504,55.8444156562358,-37.751636840614
N2871,121.995981569162,55.7645029135502,-37.5099542631032
N2872,122.033045087485,55.6982149681693,-37.5972514993897
N2873,122.258071585554,55.8855529420095,-37.6753635309145
N2874,142.281382907257,-32.8236195420626,4.16286613219049
N2875,121.237273635415,55.4809384441669,-37.5115604179091
N2876,121.892020038993,55.6966153287747,-37.317504672602
N2877,122.436608992389,55.8996103020376,-37.6519498428266
N2878,121.890216373867,55.5116651694523,-37.3599171064526
N2879,64.0022167823708,3.69107954724741,-0.494928792995534
N2880,122.166887781411,55.780588094312,-37.6980151374074
N2881,122.225959700515,55.874116016881,-37.6506276992405
N2882,137.412949165033,-2.98604058662947,-10.0665778789264
N2883,121.937273773696,55.6103071375977,-37.6453259316403
N2884,121.403535817572,55.2546239682647,-37.3283370549207
N2885,121.17468866595,55.186012754225,-37.2713028850654
N2886,121.754086474665,55.4185903152656,-37.4676613773346
N2887,121.890649815245,55.6110605258011,-37.5883769310819
N2888,121.967002161175,55.6849403376096,-37.3950431635924
N2889,120.711032138498,55.0322491957795,-37.1224683687379
N2890,129.470782831837,-5.51824754534778,-10.4586160613545
N2891,121.448352648686,55.2552640300572,-37.413273265033
N2892,136.35169953652,-16.233159423676,-4.98773116261903
N2893,121.793593437679,55.4677917821348,-37.4108279016219
N2894,122.164429665058,55.6748251956333,-37.6484832787244
N2895,121.807120262756,55.3032624319074,-37.4969550434805
N2896,122.323649306649,55.7193099745037,-37.5968723981139
N2897,138.338949744422,-4.97121002617945,-9.27936349348476
N2898,132.921988244989,16.445523945647,-17.5682016874145
N2899,128.644740210669,35.3739092688191,-26.7264371289736
N2900,102.862935437139,17.7553156165794,-18.5997697579206
N2901,122.042120980368,55.3926393986982,-37.5458535325955
N2902,133.85879540304,-6.89845945228726,-11.0575506357138
N2903,120.868933076077,55.2150407109178,-37.3593293323148
N2904,121.504040430294,55.4102226706389,-37.4191507486025
N2905,122.117766596353,55.9425120323412,-37.4208786448531
N2906,80.1660367208885,-9.17174596921016,-6.54346175214118
N2907,135.382989160542,-23.414808355995,-2.79892863911136
N2908,122.249533459942,54.1531350916545,-36.2229972390257
N2909,121.353376890987,55.1600406407709,-37.2897809520616
N2910,121.021406283541,55.0039838914676,-37.1452836208498
N2911,121.987895008521,55.7107551469286,-37.6617005535179
N2912,121.199588700656,55.1986965360975,-37.3375924193642
N2913,121.832991812628,55.5741646557139,-37.5614883308761
N2914,121.887482418275,55.6723749113036,-37.4832970746328
N2915,122.166988007872,54.9533926926023,-36.3270142314167
N2916,120.934232341153,54.7950116817917,-36.6601280801821
N2917,122.203597522856,55.8304479436988,-37.5875997145149
N2918,120.625385156688,55.2342191725766,-36.8877642919897
N2919,121.272480470761,55.2866001764328,-37.3578930996764
N2920,112.242953722529,-56.8481735878279,24.6183540478926
N2921,46.8150165004906,-41.4901770209073,56.6020700799707
N2922,111.18820009786,30.6265859813005,-12.8835988498947
N2923,110.632654601178,-38.5270624513357,23.626509895738
N2924,91.0349144945945,-42.2297988225719,43.6979316887757
N2925,103.130377052917,22.5738044613039,-16.6297172882965
N2926,62.4038888573231,-37.3521373148431,48.3569366241102
N2927,62.3632923596872,-37.6332942053922,48.3355753975214
N2928,86.5186431605626,-10.8261914736732,17.4657970764424
N2929,71.7135906776534,-30.4527540651562,48.4333452410843
N2930,118.477265370604,-35.5383003782189,21.7802329571173
N2931,-13.3353253133736,-26.9900985622969,52.8942725056416
N2932,51.9254467744192,-51.5982081944227,47.0011328366147
N2933,119.161349560237,-59.3657959943012,23.368412957243
N2934,69.1852068646098,-47.3055137506721,47.7017589683351
N2935,82.9537256688366,-13.1968730337133,21.2984603557146
N2936,111.930889179068,-32.0941039176977,30.7047952691424
N2937,102.187424783956,-12.3716847868882,22.2895461599433
N2938,101.619616747905,14.47026906373,-0.066671763494661
N2939,111.680580224841,30.8738525793127,-12.9538745276401
N2940,80.664977478752,-25.9965217706339,38.321722855696
N2941,112.729450209372,35.7256890410434,-15.6939171351317
N2942,10.2076637100064,-7.98157877666594,18.8625002766358
N2943,75.5965483784189,-19.8033094083407,30.5276619872059
N2944,71.2848592041145,-19.7797898083805,26.1487928446808
N2946,60.0922754999513,-48.2750183431893,62.7578919010768
N2947,103.78415004808,-2.40708246542315,19.0966861389449
N2948,59.7858016555384,-40.1682428321075,58.4962083398093
N2949,70.2000416406817,-44.8584664333786,57.9575087644931
N2950,66.6179215658098,-33.0888702250231,54.6327719974889
N2951,50.9456488880815,-49.3088045009767,44.950530684796
N2952,45.4972432695621,-46.2436275412002,54.167821373278
N2953,-10.4981611167603,-29.3370800539918,14.6921961112023
N2954,76.714215935777,-18.7930836951065,22.5737482604686
N2955,60.9804884129717,-54.1456691860496,47.2922016818482
N2956,61.9736729186353,-36.9837733520498,48.5110847694658
N2957,26.7442293901942,-30.3867600279805,68.4085238225178
N2958,103.276755122671,-47.8118228195414,16.3102040235079
N2959,92.8739505416771,-16.2826202905502,27.1770769646577
N2960,92.6479269533452,-34.4910607174022,-3.53093452220318
N2961,34.3274837668363,-34.7496318595449,62.8412414065002
N2962,75.5316815721283,-21.4668580704278,3.11765127895577
N2963,43.9511054998196,-45.3595462748735,53.3732643860879
N2964,87.7192043962549,5.20600204550691,1.33252778067009
